id,username,text
1981071621,JazzysMama,Making some of my world famous chocolate chip cookies for @pazzypunk and @tonyreaves...now they can't skip out of town without stopping 
2264068378,life_afairytale,@ruchirfalodiya had the same.. 
1970462512,brandonsalomon,Time for golf.... and time to win  http://myloc.me/24AU
2230635236,TheCosmonaut,"There are a lot of things I like about Flash CS4, but the 3D tool just isn't bug free yet "
1989075421,KevinEdwardsJr,@Samantita24 if you like 2 laugh..have a good time..follow me..its just that simple 
1680129089,Ves_pertine,"@_amberm YAY BABY!!! That's great! Dreamy classy place, prepare yourself for the Mistress!!!! "
1834801410,colouredbraces,COUNTING DOWN  (a lil too early but i like) YAY.
2190832684,miamiamiaa,@Lysaght1 i have a new phone  and thankyou for the card x
2239479164,chrisilluminati,@pgha you will be missed dear 
1999297264,brennasaur,@bazanna my mother is laughing at you. Lol  {blc+grt&lt;3}[ssc]
1995926672,co0okie22,@captain_erika Me grumpy because it rainy out and me no know what to do. Me want to play but me tired of playing trucks and coloring. 
1981163864,aefix,@syutbai It was probably this: http://www.thestar.com/news/gta/article/643275 
1971752347,omgkatie,@mydefposse I cantttt I have to do it i'll fail if I don't. And I can go out tomorrow after work if I get it done now 
2013806775,TferThomas,@MissShonah How can I possibly not have a good afternoon? 
2065221991,flashgdb,is suffering from red wine 
2216370035,rosa_marchese,Was looking foward to taking an evening walk along the beach in Penticton... Boohoo rain 
1834557121,ladyhoot,"@jdcrowley gutted about Juliet, I really hope somehow she's ok... poor Sawyer.  If they've killed her just to reboot Skate I'll be pissed!"
2297872011,katvukojevic,"YAY! i get to be in harry potter!! elvis costello's on the tonite show. yay gotta watch and recored that.... good day,but i miss you "
1573985784,raymondcnnlly,Last driving lesson before my test next week ... don't know why I'm nervous ... it's not like I've not done it before lol 
1881809412,arjunghosh,"OK, I *NEVER* really knew I was recommended in #followfriday and that too twice!!  thanks http://bit.ly/qDFc4"
1993795347,cdove85,"@petek9 Ahh awesome you are so lucky, i jsut had a look on the MSDN and cant find it... though found W7 "
2219556778,deliaschick820,http://www.youtube.com/watch?v=a3QZpz6_SHo Adam Lambert lied to me  lol jk
1551360415,SammieSchacht,@serenajwilliams i give up on hoping for a response  i hope you have a great day Serena. I will always support you in all that you do
2202147698,Kelseycwhite,amazing service. . But feels awful. 
2015058708,banana_frog,has turned the place upside down looking for a circle punch and still can't find it  I did find some cool things I'd forgotten about t ...
2056954113,_jenniifer,@Zwinky101  I would help you but I can't get on Zwinky.
2190632321,evolvedesigns,"@Squarespace 30,795 followers wow last time i sore it was 6000 if i could rem #Squarespace...Congrats "
1827830164,asifanwar,back to work tomorrow  wonder how long it will be before &quot;have you got anything for me&quot; is said...
1565294606,COSMOSCreative,Now need 8 followers to compleate 1000  Follow @CosmosCreative
1970932234,Emma_1812,"Oh, I made my bed "
2065159846,carypinkisgross,*yawns* I am so freakin tired. Wamt Sims3 sooo bad I only have Sims complete collection. My fone died bette charge th batteru! Gona rain 
1469024992,holyfudge,Stuck at home  I watch way to many border patrol programs..watching a new zeland one now. What the hell is MAF?
2070170940,courtknee18u2,"@dhewlett I found twitter through you, so YOU let US know the next big thing. "
2267223119,cheerytigger,just woke up a bit ago. wishing I could cuddle. 
2214324176,maralynntho,Poor Ella just keeps following me around with her kong and then passing out on tile 
1753775971,Daisylittlestar,@DoctorWatsonSx Morning 
1833913619,ktacey,@semispaniard without a doubt. I have already mentioned that to several people. Whenever you make your way over here we will get at it. 
1752370498,HoneyAntoineGem,@IslaDelaCruz wish I coulda went! 
1794701852,elleb_bantam,buggered up over the camden trip baaaaa! tis frigging city's fault for being so shite in the first place 
2326719536,nikkiv27,@LittleLiverbird maybe. I go on a bit less too now  maybe we should pull in a bunch of funky new followers! What could the magic word b?
1989473764,jordySAUROUS,@charliepick hey  @joshthomas87 said to say you are a little nerd 
2031084067,ashmb,@beanpolecole That is AWESOME. Haha! It also reminds me of the Family Guy where Peter gets his own theme song.. if you watch FG. 
2050619230,AntasyaAndrina,says i (heart) Ariestian Putra Ramadhan  http://plurk.com/p/yqxpp
1989054421,DESIred22,is 48 hour mystery. 
2296576782,bellonie1,about to take a test. hopefully swimming again today! sad that jon and kate are getting divorced 
2321851968,duong_nguyen,"@Violet_MyLinh hÆ¡ hÆ¡, sao mÃ  dá» khÃ¹ng? vui thÃ¬ nÃ³i vui chá»© nÃ³i sao ná»¯a!!!! "
1967174594,saratoninwaves,"@ilikesealife ride with the windows down, breathe in the night, and sing at the top of your lungs. "
1995573811,youtellmeplz,At the doctor office. 
2069622957,m_mild,loves flying the SWISS way 
1982183511,1sweetwhirl,@JGDemas ur always welcome.. 
2014079339,neilmarco15,now signing in.... 
2044440025,BenStokell,"@DJAJM2005 no, not yet. have emailed amazon today though. i've been a bit tied up with this virus i got.  gone now though "
2060491931,Denyalle,@dasWuslon I could only see it twice. I wanted to see it again today. 
2288212595,sssofi,i miss you so much lali 
1979558805,ffyza,Yeey. Rice and all cooked. Time to eat! Jemput makan 
1685678129,Rumaihi,I can't believe that there is going to be The Sims 3 on the iPhone/iPod Touch!  So getting it! =P
1999638368,BrandNewT,@CuPcAkE_2120  AWW DAYM I JUS SAID IT AGAIN!! sorry! ughhh NEVA MIND K? 
2218167765,alvn71191,doesn't want lock to leave 
2186834446,propapapa,"I love it. As far as I can tell, only one other player at my table who actually plays limit hold'em. Now to stop losing to runner runner "
2014420689,PinkM,@kaboro  you know my and my love for all things soil
1881908842,psyon001,"@feliciaday beat PvsZ last night! Got stumped on the big dude with lightpole, was the only time I failed  workin through minigames now."
1992956218,XXEmmaTXX,@crushtor like the new profile pic 
2005540504,YudhieRamadhan,@shegicaesario hehehe... Sorry cuy... I'm not a kind person like u LOL. Kecewaaaaaaaa gw ma pcd  http://myloc.me/2nlF
2298211899,n_j_albon,"@louisetse GAH! Don't say thaaat!! Good one- jinxed it!  haha, it's always the way, gonna zoom past :/"
2231548623,liquidskinn,is going to try another messenger client. Emesene. Heard of that? I haven't.  http://plurk.com/p/120wg0
2181348381,Unilove,"@faded_girl have several blank postcards for you, as requested "
2247618528,LilEddieRadio,"Ok YEAR 1, not so great. "
1685426648,CourtneySit,@Courageous_one huh? I didn't understand!! What is it called? Worth a read? 
2051561280,guilond,"well time I started cooking, friends coming for tea &amp; they've requested my cottage pie "
2063314017,Minerveca,@astrowebgirl Then you can just click it to go to browser. But yeah fave feature here too 
2061795884,xbrianafayx,I miss you baby 
2010028187,jasonbrennan,"@jessicaibb Cmon, all the cool kids are "
2053171365,yasmineyvette,GREEK marathon is over  Now what do I do?
2054858168,aawich,@CanonChristine dont forget about me okay  im gonna try to find my way back to rockoff somehow
2193057065,ilikephysics,@bradjward last year's #heweb08 promoted back channel as well.  Even had it up on screens during meals and meetings. 
1468937209,ngrotheer,@sarfoodie awwww! was thinking of you all day yesterday-hope day#1 was great!! 
2065059385,JasonDalBianco,"@Michelle_o_My_ Well, thank you. Yeah, I kick myself from time to time for those failures. "
2178501403,t33na,Love my Starbucks boys on Mem Dr. 
1824430213,Jack_thm,@dmodee Yes. Yes I am thank you very much! 
1759725888,C00kieCrumz,"No Framing Hanley in June anymore  Still have Anberlin to look forward to, though!"
1990483875,sassyx3,@EATTHATFROG  good morning  alles fit?
1565835392,Mukie,"My day, has anyone seen my day? I can't find it anymore. If you see it, tell it to come back. "
1833517808,keepmileysmiley,i'm not a morning person... 7:34 am .. my eyesssss 
1882646619,Allen_Casillas,Lobster just flew away... 
1676806559,AndreaBryan,Yaay!! this is may 
2061735269,babyjia78,Finally its gona rain. Tears of heaven for the grounds....but thunder &amp; lightning make me scared 
1979273016,nikcoates,Another bbq today me thinks! Cant wait till next year!!! New start nd all 
1976149858,josedura,because have I always to adapt to things? is time to they adapt 
2068987242,BeckyFearns,good night fellow followers  didyehlikethat? GOODNIGHT xxx
2213804846,GraspThis,@squarespace I will lose 
2321765034,angieODT,@iheartnynuk   I don't know why!  I need to figure out how to change my pic on here.  It never works for me!!!!
1836497711,jhoanne23,@keeeyt i wanna learn how they make it. 
1972424066,raczilla,At the airport in Vancouver.  Don't get into Orlando tonight until 9:30 so I'm going to miss a good part of the Magic/Cavs game.  
2018455738,KathieLB,@miSPA you off on your trip next week? We're staying put until August. 
2175203187,Char_Evans,"last day of Noosa sunshine today, back to the cold tomorrow "
1964053218,meldiane,@chelseytx I don't have the app that does it 
2262423762,evinh,Beginning to wonder why we are leaving everything and everyone that is so important to us... 
1469268481,simonhowes,@gabysslave that's ok. 
1693268097,homunculigirl,@fragthought lol. Yummy.... 
2002706341,MsGourmet,"@bargainvillas thanks, but i have looked at all those &amp; then some "
2206657440,meme1981,truly wishes ppl would stop using her feelings to score points against each other 
1979834446,gonzo_lust,@jowalshy my phone wont send msn msgs if ur invisible. 
2189475457,xxsheryl,@BeanieBuns You can join us if you want! The light bulb in my room has blown. ohsnap 
1559060373,byron_fenoglio,@rebel_licious 
1687066524,jennybull,"@littlemunchkin  I hope you get better soon!!! It's possible, but the workaholics wouldn't like it. I'm fine thanks, avoiding revision lol"
1994187758,Fefi22,@Dannymcfly DANNY TODAY IS MY BDAY TURNING 18! IT WOULD MEAN A LOT IF YOU WRITE BACK  LOOOOVE YOU!
1548556816,iCharlotte,@sleemol I love doing that; let's do it some time that isn't today 
2218400915,Duffm06021979,Watched War of the Worlds. Not bad. Kept seeing Kathy Bates tits flash in my head. 
1961890693,guy,"Damn, looks like the USB card reader that I got from Dealextreme doesn't work. I can see the files on the card but they are read only "
1558854769,icecreamcoke,"@xxdemenaxx Lol, They Rule! Aww, Try it again "
1753343606,heykim,@jasonmitchener happy abt ur neck.. sry bout ur dad... my dad died from emphasema... he was a lifelong smoker...  it wasnt in his sleep 
2190738429,gadgeterija,@novina @aljosajap talk to the hand 'cos the head is gone to lunch... 
2247875455,festywesty,"rain rain go away, come again another day! My hair is sooooo going to go fluffy on Oxford St tonight "
1984361332,fakeplastico,Tweeting just because I can! good to have decent reception again  Great weekend under the sun with great friends!
1978954511,flyingchicken12,I am supposed to be studying for Chinese tomorrow but I'm so sian! 
2049462152,hokieguru,@TheFix Can't wait 
2000903645,karenpurves,@ColinUdeLewis Guess it will be a sex change for me then  if I was driven by the no of followers that is  http://bit.ly/v4kb0
1968320146,damianholbrook,"@K_LO_ no, we just don't have to go looking for purpose or hinge it upon small things that are have no choice but be dependent on us! "
1754524212,Dom__x,"@Jonasbrothers I Watched JONAS On Youtube There Because It Hasn't aired in the uk yet, Omg its genius, amazing!  You Guys Are Soo Funny x"
2187224896,itsjenwilliams,"I think you should come chat with me   http://stickam.com/jenwilliams started: Mon, 19:58 PDT"
2193576469,walkinlooove,ahhh yay! found my missing sunglasses while cleaning my office!! so happy. 
2236987277,FlexVector,@choley That sucks   I hope everything works out ok for you!
1825262957,LoriGarlington,@AlexisLeAnne ok. Just give them my phone # or email. Do they wanna see pix of it. ? I think we r moving to hackberry  buying kellis house
2039654538,itmightbechris,showerrr 
2064399698,joana_280,Hate being up this early on a sunday. 
2057101501,Hollymorgan15,Whoo! The suns back just in time for a saturday nyt out in torquay 
2175645874,MiszB,"@TEYANATAYLOR, they should Google ya BayBay  Itsz gravy thou, don't stresz bou it.. Mwauah**"
1969354889,SnyJan,@DJ86 don't worry you are not alone to wake up early 
2189688736,jessiealeea,cannot sleep -_- where's Danna when i need her? o yea Utah  ugh someone give me sleepy pills please.
1997659434,xxloverxx,@fittorrent Optimism always helps  stay strong
2253388355,GBHartists,@jimjonescapo We have it all the way over in Los Angeles too 
1679446869,niapraswani,"Ugh,hate this feelin "
2175002545,issaleuterio,@annegdiz ahaha ok lang  my dad said thanks anyway )
2192836767,MelodyAnnJones,Anyone know where I can buy a used fridge from? Mine broke 
2071374453,annadeca07,@MachinimaEdge very... 
2175574593,chelle_louise,Going to Caenarfon today to do some sightseeing 
2070706045,tawnyburgess,I found a cup of milk left in my room for days. It's disgusting! It smells horrible 
1966438885,LiLMiSPRiNC3SS,not in the mood crazii crazii highly upset now with everything &amp; everybody 
2000527591,carmendamodle,@IamTwitSwag damn didn't say hi to me none today so rude of your n so mean 
2002927337,DelphiDarling,"listening to yacht, eating ice cream and pretending exams don't exist "
2003189101,MichelleWegner,"@cindyscottday And yes, we may have a cell phone w/internet...wahoo!  I know for sure 10 or so days we r at a motel w/internet.  "
2061378937,Simply_Positive,@AmericanWomannn @TamaraSchilling sent ya both a DM that might interest you.  Lol. U both crack me up! Thx for the laughs!
2300411632,RayRayRockstar,LAME!!!! No one Freakin' uses twitter...  so alone... FAIL!
1679142974,ChanelDiane,@Jason_YEEC I feel GRAND! But my tummy still hurts  lol I have work to do so it really doesnt matter lol
1754522169,kirstincook,Happy mother's day to all the moms out there and to all the puppy moms like me 
2015584623,ibcutie,@Yemil was here! DALE  lol ily Lauraaa my SUPERCOOLBIFFFFLE&lt;3
1982514711,kittypurry,@okustir simply amazing. happy for you. 
2186766966,AmyQcoocachoo,@endlessblush Still feral   It's impeding on my eating plans too. Not cool.
2190573358,Tikitom93,"Sittin on balcony, waiting for english then maths! oh joy!  pot noddle for lunch? hmm i think so! x"
1962699865,mellanella,Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog
2187974980,ZarinaKayyy,"@GeoffreyDavid yeah it would have been, I'm still sorry I couldn't go though "
2053792848,CoachJenRulon,"is thinking...last time I did this to my back, I was flat on my back for a couple of days.  Welcome to the Late 30's!   This sucks!"
1770585401,agoeke,"@lismox I must say, I did kinda wonder what that was about.    Thanks for clarifying.  "
2012632396,suploren,i can't believe i cut off my bangs.this is me trying not to give a shit 
2263648837,mamasLEEEN,wowwy. i hope i remember thhiss tmrw.  twitter wont let me write more in one posting succky.
2054305531,debramastaler,@jenny2229  Thank you!  
1998095949,millyjuly,"@Kalediscope  download my mixtape, nice lady"
2060174565,kelsosaurus,i love good days 
1986964521,SHANTICRAZYSEXI,@1PrettyRemy lml im dealing wit tha worst..smfh ronnie I need a diet plan 
2072223189,branli,"@codyks  Found this, not sure if it will help #twitsolve http://bit.ly/16l1a3 I tried "
2190852458,epredator,floundering around with regex's 
2213959628,alymcintyre,"@ddlovato Like, that's not scary or anything. Poor you. "
2051497769,5toSucceed,@NaniWaialeale I'm doing good! My cousin just graduated HS! Rai Rai! &lt;--- That's my new WOOHOO! lol 
1971999649,SamanthaAKing,is having a cup of Spiced Chai tea with some toast and jam in bed. Headache and upset belly 
1795043595,s2Loveyou_Jonas,"@Jonasbrothers Hey, are you guys still leaving a comment in our pics? "
2001167057,phishsticks,I just took a few sleeping pills 
1998777660,LCiranni5,@TickleMeJoey aw joe you changed your picture! Cuuute 
2068602051,caroljudice,there's nothing to do today 
1834670115,chorale,"@Ammonyte so true isn't it ,good that you're feeling better though "
1970269364,ameijers,I'm off to the garden....  having a cool drink and sitting in the sun to get some color on my white skin ;)
2196718803,charlyrae,Europe in 5 days!!! science exam  @camilleblais bleh ! i dont get vectors @TheEmster
1978011434,ayapapayajb,MTV movie awards tomorrow!!!  which means full new moon trailer. dang I couldve met the cast.... def going next year
1955834898,alisonilana,@FakerParis i go on that boy's myspace everyday and blast every song while getting ready 
2060717278,dropdeadcaveman,Playing Mario Party with my brother 
2266636549,lauramoorcroft,broke ubertwitter i think 
1558609872,edelq,"car door broke, car door fixed, car door broke, car door fixed, car door broke, car door fixed, got in to go the shops-car dead "
1984053172,mbrusse,@cdeliens That's A LOT of pictures  #20kmbxl
1824203706,Nwairah,"I hate bureaucracy!!! On a lighter note though, I'm really enjoying my freshly brewed coffee "
1564470466,MoroccoUSA,Good morning from Chicago! Hope your day will be a smooth day 
2262240639,eyelinergirls,@ozcmom The videos were really terrible.  But you sort-of feel like you have to watch or it didn't mean what it should.
1834518937,haselhurst,I'm struggling now. :s Going to update AviationWorld.aero but I can see it taking a few days. 
2234066175,Gardensparadise,@diannvalentine Got your note on InLink. Great show and great story... almost made me cry 
2213711762,ohnoitschris,You know what's surprisingly hard to find?  A case for an iPod Touch 1G.  One made specifically for the shape of the 1G.  Mine broke.  
2063969956,rcantiques,"@SeasonedWTime book sale. I have to say, it's been years since I went to a book sale. Tired after a book sale is a good kind of tired "
2057973264,DROStreetTeam09,@laurenlouise92 Your welcome 
1962117740,CharlieKennett,thinks Zac and Joshua are the most gorgeous boys ever and has enjoyed a very summery day in the garden 
2182049750,davidlowe,@microgeist Or by leaving letters out of the word &quot;brevity&quot; 
1827762395,SAM_Zone,"@EvaRuth Yeah, almost like Xena Warrior Princess. "
2052676124,xMegaNxC,@pohpotamus wish i was there 
2230172923,ClaudiaDigi,@wearestereos im misssing this cauuse of examms 
2060188906,glossychanny,GM$T Cookoutt 2dayyy 
2203036651,JustinFalcon,Mad xbox live was offline why the week i get out of school thats so gay 
1693292757,Madalys,"oh no, I think I might like TwitterFon better then Twitterrific  but I love the Twitterrific icon. it's so cuuute ! idk what to do."
1978862209,mikiyyyyyy,@GeraldWhite  Wow!! JUST THANKS TO BACK* 
1558504964,johnmeadows,@KeithBurtis I hope you don't die either! 
1693558649,PawWozzia,"Just got off the phone with a most amazing person, I haven't felt smilie like this in awhile "
1751708196,nohie,"got my new plugs, but the labret is the wrong size "
1999814962,kamikazegirlx,@evilkorova  you beat me to it. slytherin!!!
2175051374,nohemyvivas,sarahjcooki: I questioned some girl talking to Tyson asking if she was Sarah  I think the scary barricade... http://tumblr.com/xrz21pwl8
1827667554,mzjennz,@achronicles315 well I slipped on a very slippery floor  I was like the 3rd person LOL
2180119927,Sherbear2313,My puppy just got sick  poor sparty!!!
2223272789,lemongeneration,@checkyesmegan i wanna see them play again as well 
2052343440,VampireLyonesse,@WolfLoverEmily But be sure to come back sweetheart! I'll miss you 
2295521929,marielllla,just wants her stupid msn to work on her stupid laptop in her stupid house 
2068315529,squint_squad21,@junkiecat Yep and I will be all better soon 
2056445387,msoctober82,@KimKardashian YES! and the sad part is...you'll start to miss your hair when you see someone's hair longer than yours 
1753665364,novarez,still making icons 
1985803543,sensitivepantry,@stephintoronto You are too funny! Never would have paired those two. Yum (I guess.)  #cgft
2174582640,Totoro00,Never mind I'm not doing anything tommrrow 
2056868008,vickyxkx_121,Is gutted sum one aint talking to her 
2058969546,kdalzzz,sick  babysitting tonight. i'm not exactly fond of kids.
1969301323,Jamie71884,"@MTVsLoBosworth Doing good, excited for the weekend!  Will be watching Sunday "
1834518974,kiarastack,"@3LL3N nothing. i just wrote it, cos i was hoping someone would be like &quot;oh you excited about.....&quot; but no   nothing"
1993603401,jamiepotter,"@hannahnicklin Woah, you sound quite nifty in the kitchen  I'm gonna do chili, was gonna experiment with recipe but can't be arsed!"
2053211164,RobynGouldson,@BethanyMcFlyX I've never met them. But O swear next time they're on Liverpool I'll stalk them 
1883285170,scottfaithfull,@shellartistree wow. that is amazing! i really like that. i have a little metal tree of life and a painting of it a friend did for me. 
2193076339,ich_liebe_dich,"Am outside, showered and plants are watered. Sun gone behind a cloud and wind has picked up a bit. "
2057973069,Mcflyismydrug_x,"@_Jodii well, it was the sims 2 pets, but my phone spelt it wrong coz its gay "
1835596994,giddytab,I am ashamed to admit that I am about a month behind on my husband's blog!! 
1932549777,edrenkoh,It's not a good day to work today. So black boy 
1792511416,Jazzeeeec,Just saw #StarTrek on #IMAX....WOW!! I cannot wait to see it again !! AMAZING!! Gene Roddenbery would be proud 
1882110453,mapgie,@mintzpie twitter app on FB let's you select a 'sync' option 
1985414024,jade09xoxo,Just got back from worlds of fun! I am soo tired and sore! 
1880500435,dominiccampbell,@slboval I so would have been there as well 
2256783922,paultarry,I have a pain in my chest and a pain in my kidney!  It's killing me! x
1979357770,siffy,Okay thanks all 
1827220170,tuminds,@andrewghayes like your blog post on Amsterdam too! http://andyhayes.com/i-am-amsterdam/ My place of birth! 
